Latitude,Longitude
43.83856289058549,-79.23182849383669
43.83856191631739,-79.23183241398037
43.838556358269486,-79.23182156627786
43.838551538258955,-79.23181294232987
43.83855163427435,-79.23181696661204
43.83854565861447,-79.23181437495906
43.83855688410617,-79.2318129914609
43.8385757155302,-79.2318242692309
43.83857630447288,-79.23182092895685
43.8385770631132,-79.23181662621793
43.838576276065794,-79.23182109007178
43.83857453533227,-79.23183096289517
43.83857282072945,-79.23184068751435
43.83857525281461,-79.23182689358971
43.83857427223947,-79.23183245506426
43.8385721770561,-79.23184433820143
43.83857149332234,-79.23184821609688
43.83857070714792,-79.23185267499944
43.83856929045314,-79.23186070998996
43.83856864847349,-79.23186435107097
43.838550826008,-79.23186824044114
43.838550425475624,-79.23187051218711
43.83855227213395,-79.23186003840749
43.83857005096168,-79.23184505356515
43.83855643612379,-79.23183642212003
43.83855573149169,-79.23184041830288
43.83855497983142,-79.23184468138157
43.83855485594674,-79.23184538406767
43.83854678309524,-79.2318911706794
43.83857118401953,-79.23202588037347
43.83857555462587,-79.23203746875342
43.838577532917085,-79.23205190667322
43.83859406537746,-79.23216193339913
43.83873265250966,-79.23220739092368
43.83888577763147,-79.23225704410488
43.83915070348372,-79.23229099466941
43.839460874752376,-79.23221334257988
43.839747060053874,-79.23215859444807
43.84000337842807,-79.23208395471903
43.84026603873025,-79.23201374801104
43.84053853651266,-79.23197513617691
43.84080255825033,-79.23203712030899
43.84098033139527,-79.23212873822402
43.84112273154177,-79.23183166050156
43.84123165975036,-79.23144391435989
43.84135381736805,-79.2309944857936
43.841478598593206,-79.23049645154782
43.84159758335524,-79.22999590023993
43.84170897397788,-79.22950294878211
43.841827371372936,-79.22900021046505
43.84195240171822,-79.22846626058207
43.84206901263262,-79.22795833480122
43.8421774735588,-79.22748187683207
43.84229241189984,-79.2269693358434
43.842386402294295,-79.2264748868121
43.84245937382265,-79.22614778837399
43.84249549370241,-79.22598354817733
43.84251436409265,-79.22589774281374
43.84267443398689,-79.2258294119802
43.84291367255688,-79.22590451813561
43.84323167811234,-79.22600699278073
43.84358207824743,-79.22610331112878
43.843974296677416,-79.22620774134882
43.84440243237415,-79.22631501571146
43.84484122386412,-79.22642325071591
43.84529313524794,-79.22652991506108
43.84575973581499,-79.22665250854548
43.8462443593949,-79.22674819957018
43.846677142681806,-79.22689519459922
43.84710960368696,-79.22697254439002
43.84753191686523,-79.22707179939341
43.84791952090292,-79.22719421213606
43.84834476086472,-79.22723013762135
43.848733135145615,-79.2271699401113
43.84913978691661,-79.22708204786063
43.84949973926926,-79.22685652851683
43.84982637022492,-79.2265913841086
43.850173671280835,-79.22625286000377
43.85044345006052,-79.22584721977275
43.850731745616415,-79.22543366489607
43.8510031848565,-79.22502374344982
43.85129542744671,-79.2246141294895
43.8516382167444,-79.22431798327518
43.85198914000715,-79.22403278477154
43.85235452658855,-79.22374966224922
43.85271041494969,-79.2234769552578
43.853052137098565,-79.22317541315624
43.85338479482282,-79.22290251369091
43.85372607451998,-79.22264664415316
43.854096019147775,-79.22235711398797
43.85443915950646,-79.22205662983616
43.854828307627656,-79.22176584415475
43.855202373371064,-79.22143137559846
43.85559476752237,-79.22114348597333
43.855950074709206,-79.22086657859853
43.856293707711245,-79.22060246219314
43.8566046404722,-79.22034054669392
43.8568780553762,-79.22011125545852
43.85714406878343,-79.21992660817861
43.857348063473985,-79.21984856760096
43.85747349692987,-79.22015937775353
43.857632412598974,-79.22053931473432
43.85781607561642,-79.2209857949026
43.85798731538033,-79.22143488768258
43.85815939413009,-79.221886162044
43.85834366815779,-79.22236020265525
43.858572991906804,-79.22282307748642
43.85886152855842,-79.22322201158659
43.859162271783134,-79.22350753987324
43.85949613510239,-79.22371002324175
43.85986264016685,-79.22384568076865
43.86020226483296,-79.22401186814508
43.86047447240154,-79.22412682295091
43.86064340281648,-79.22419672662656
43.86072814507629,-79.22423189299035
43.86075910114556,-79.22424473914724
43.86075226218664,-79.22424190111477
43.86075702653918,-79.2242438782269
43.860790033948156,-79.22425757564855
43.86097237657657,-79.22433388188232
43.86126042788653,-79.22445679299356
43.86161421066969,-79.2246062021327
43.86200073744528,-79.2247696250375
43.86238889979465,-79.22493091987268
43.86276967324955,-79.22509291514513
43.86314216725309,-79.22526518107146
43.86350043769941,-79.22550552291564
43.8638390906535,-79.22581208173293
43.864145384500944,-79.22616947221859
43.86440844838183,-79.22656986059098
43.864629424720015,-79.22699223173535
43.864814540967835,-79.22747536105597
43.86496763021627,-79.22802511102411
43.86510457982525,-79.2285875964833
43.865223947315556,-79.22909769979304
43.86535957845017,-79.22958546013018
43.86556526997628,-79.23006545100804
43.865829121890386,-79.23052124127561
43.86613353141364,-79.23092429756005
43.86646577338223,-79.23128215948226
43.86683879137482,-79.23155703791097
43.867220453589226,-79.23177273247731
43.86757123294115,-79.23195844188655
43.86791060330613,-79.232138992741
43.86824095901908,-79.23232002471548
43.86854765515963,-79.23249661394794
43.868764967373316,-79.23261712466409
43.868867639547986,-79.23269968923032
43.86888917067244,-79.23271165602576
43.86890053156873,-79.23271797030448
43.86895929284527,-79.23275062926582
43.86916416945816,-79.23285169077988
43.86945066151093,-79.23299914670015
43.86978150883083,-79.23314028721538
43.870145498992564,-79.23324351592679
43.87052771983725,-79.23334036186496
43.870908363773886,-79.2333820279617
43.87126297118121,-79.2334191755444
43.871583373597176,-79.23326859430944
43.871834107439796,-79.23299458725043
43.87199606420174,-79.23262087275829
43.872020084353814,-79.2322105302097
43.87189343851705,-79.23185303681532
43.871658520106266,-79.23163380362985
43.87134235003545,-79.2317059512568
43.87107116898678,-79.2320555816738
43.87090700489265,-79.2325837841738
43.87074331699897,-79.23314287478645
43.87059581074901,-79.23375344894738
43.87040563696183,-79.23443400386803
43.87027555066486,-79.23511325113643
43.87012881026445,-79.23574114786187
43.8699794654178,-79.23640380134223
43.869835004562134,-79.23707490614339
43.869673896944064,-79.2377332462676
43.86951612761085,-79.23836781103252
43.86937343888935,-79.2390234066556
43.8692149433201,-79.23967669234462
43.869056438002794,-79.24034168636088
43.86887315963263,-79.24100320544885
43.86870890946764,-79.24170326605112
43.86850969275582,-79.24236424012864
43.868341138218895,-79.24303411921201
43.868172220449374,-79.24366014650062
43.8679893368364,-79.24428831776748
43.8678211441021,-79.24492537219747
43.86764664134381,-79.24555465636026
43.86747320057324,-79.24615409361124
43.86731795718941,-79.24678729774546
43.86709664427368,-79.24738417314522
43.866904656113945,-79.24797604054329
43.86675949984019,-79.24853378834659
43.86659811759184,-79.24908468328843
43.86642010525228,-79.2496808216887
43.8662281222196,-79.25029063531501
43.866014114074794,-79.25089155760158
43.865812757493124,-79.25148150118586
43.865612781338584,-79.25209582211947
43.86540088857875,-79.25274908686184
43.86523480096178,-79.25339733710521
43.86506432944874,-79.25395218280623
43.86495958941501,-79.2544260832606
43.86492861697084,-79.2550040915227
43.86498126363693,-79.25556505633814
43.86507723956051,-79.25603387288179
43.86516376433517,-79.25651448867764
43.86520988765428,-79.25691205559684
43.86516881504451,-79.2572262872176
43.865135570833296,-79.25749743788116
43.86513441346376,-79.25757875866977
43.86512996761087,-79.25754527744921
43.86512867079612,-79.25752012680668
43.86512318680805,-79.25751598262066
43.865156491299004,-79.25753539973063
43.86514957719883,-79.25752172743408
43.86514089129224,-79.25755388456004
43.86513793453915,-79.25756479480211
43.865118631633415,-79.25756522693725
43.865135460514175,-79.25755041535399
43.865145000154016,-79.25754450461834
43.865142431222594,-79.25753723697146
43.865139950883155,-79.25752054599525
43.865139950883155,-79.25752054599525
43.86515452544931,-79.25752036031588
43.86516362333665,-79.25753956024666
43.865170801036996,-79.2575623602874
43.865118665031225,-79.2575591859538
43.865119031959225,-79.25765850641793
43.86497383760898,-79.25775971068543
43.86469329109446,-79.25765564120755
43.86432180610715,-79.25757422568272
43.86392677592328,-79.25743175253868
